Name,Reviews Count,Followers,Rating,Review Text
Heth,0 reviews,0 Followers,5,Asif coperate and excellent staff
Arwa Noorani,0 reviews,4 Followers,5,Great vibe and amazing hot chocolate. Asif and Sonalika made it a point to offer a fun and pleasant service! :)
Sujash Baid,0 reviews,113 Followers,5,Great service and amazing coffee - Asif was attentive
Radhika Sachdev,0 reviews,79 Followers,5,"As always great coffee! the service was extremely good, thanks to Asif... Very humble.."
Srishti Agrawal,0 reviews,0 Followers,5,"Asif- Good service, amazing coffee"
Khushi Agrawal,0 reviews,0 Followers,5,Asif it’s was an amazing taste and the service of nice.
Kamyaa Chaturvedi,0 reviews,0 Followers,5,"Asif, our server was incredibly kind and attentive. Had a good time!"
Jiya Thakkar,0 reviews,0 Followers,5,"Great hospitality by Asif,"
Suvansh Agarwal,0 reviews,0 Followers,5,Asif was really good
Kanchi Agrawal,0 reviews,42 Followers,5,The service was really good. Specially do ask for asif he gives amazing service.
Parth Chheda,0 reviews,36 Followers,5,Asif great service
Arijeet Singh,0 reviews,0 Followers,5,Asif bro was amazing
Tanya,0 reviews,0 Followers,5,Asif was our server really good service and great coffee and food. Love it.
Dhanush K,0 reviews,1 Followers,5,"asif was a lovely server, and great coffee"
Raunak,0 reviews,2 Followers,5,The coffee was good. Great service by Asif Sheikh! Would recommend totally!
Jayanti Dhawan,0 reviews,1 Followers,5,I have been here a lot since I arrived in Bombay … nice ambience… nice atmosphere and coffee too amazing.. it’s like a CENTRAL PERK for me and my friends.. iykyk and Ashif here is such a good person. Love to recommend it to others..
Prity Agarwal,0 reviews,0 Followers,5,Great service by Asif and Sonalika
Aditya Poddar,0 reviews,7 Followers,5,Great hospitality from Asif and sonalika
Natasha Malhotra,0 reviews,0 Followers,5,
Farida,0 reviews,0 Followers,5,Moin suggested us the coffee named South Indian frappe which was outstanding and amazing enjoyed a lot willing to visit again for sure
Dhwani Thakkar,0 reviews,0 Followers,5,"Moin served us; great iced latte; outstanding ambience ,Europe vibe to the cafe."
Samyak Kochar,0 reviews,0 Followers,5,Good service by Manoj
Bhoomika Wadhwani,0 reviews,0 Followers,5,"the food as well as the coffee was very worthy and tasty, also the staff is very kind and friendly."
Utsah Agrawal,0 reviews,0 Followers,5,Asif/sonalika served us very well. Vietnamese coffee and burliner were great
Priyanshi Somani,0 reviews,0 Followers,5,Asif and Sonalika were great at the services and always on their toes for us. Loved the experience
Himanshu Kumar,0 reviews,1 Followers,5,"Had a great experience here, complementary snacks as well, Asif and Sonalika were wonderful :)"
Shivani,0 reviews,1743 Followers,5,Asif and Sonalika were very friendly and helpful. The place has a good vibe and their hospitality made it a comfortable evening to catch up with friends
Diya Lulla,0 reviews,185 Followers,5,"Asif and Sonalka were really nice. They gave us the best service. Overall, it’s the best place!"
Sanchit Agarwal,0 reviews,0 Followers,5,Asif and Sonalika are extremely helpful and friendly.
Anukratidosi,0 reviews,2 Followers,5,"Asif and Sonalika made sure we had a good time, and beverage to our liking"
Aditivaishnav,0 reviews,0 Followers,5,Asif was really good
Avnishbahadur,0 reviews,1 Followers,5,"Asif/sonalika had great knowledge about coffee and the menu and were Very courteous. Great coffee, food, ambiance and hospitality."
Anurag,0 reviews,78 Followers,5,"One of a kind 24x7 cafe in Juhu, with outdoor seating on walkway to enjoy evening during Bombay winters. Well priced coffee and great staff; specially Asif who has been helpful on our every visit."
Chris Mathai,0 reviews,39 Followers,5,amazing place especially our server asif was very helpful
Sampada Chaudhari,0 reviews,0 Followers,5,"Had great experience at etara coffee
Great service from Sonalika. & asif"
Dhruvi Kothari,0 reviews,0 Followers,5,Asif and Sonalika were great with the service and were very sweet
Vartika,0 reviews,3 Followers,5,Asif and Sonalika - They served us well and were very kind. The food is very good. Must visit.
Vedant Tibrewala,0 reviews,16 Followers,5,"Asif and Sonalika were our servers and they were really sweet, prompt and helpful. Great quality of coffee and food. It's one of the best coffee shops I've been to in mumbai. Would highly recommend."
Ishit Lapsiya,0 reviews,0 Followers,5,Asif and sonalika gave best service!!
Siddarth Shrikhande,0 reviews,4 Followers,5,Asif and Sonalika from Ettarra provide the best service and coffee place in Mumbai
Dipen Parekh,0 reviews,0 Followers,5,ASIF SONALIKA gave great service and made our experience enjoyable
Nidhi Pawar,0 reviews,1 Followers,5,Loved the vibe. Manoj is very helpful and kind. Good service.
Jahanvi Arya,0 reviews,0 Followers,5,"great service, great atmosphere and great service, especially by our Manoj bhaiya, he is really helpful and sweet in the way he goes about catering to the customers."
Avani Patel,0 reviews,0 Followers,5,thank you for giving good coffee and food very nice service by Manoj
Rushabh Patel,0 reviews,10 Followers,5,I visited this place with my friend and the server name Asif give me great recommendations and treat us very nicely
Sneha,0 reviews,0 Followers,5,"Lovely experience, great coffee great staff. Special thanks to Asif sheikh so friendly and sweet"
Dhriti,0 reviews,0 Followers,5,Asif was very helpful and great service provided
Alice,0 reviews,0 Followers,5,"Had a really great time at ettarra and the service was amazing. Asif was a great help to recommend some of the best stuff on menu . also ICED americano is must try, here ."
Achsah,0 reviews,0 Followers,5,"loved the cold coffee, specially how flavourful it was. really grateful to Asif for recommending the coffee! the ambiance is amazing"
Chandni Sabnani,0 reviews,23 Followers,5,Mr. Asif gave us very good service. thank you
Ronit Sarawgi,0 reviews,66 Followers,5,"My go to spot with friends, Asif Shaikh has always helped us! Great service and hospitality!"
ANVI AGGARWAL,0 reviews,0 Followers,5,"Asif, very nice service, and handling"
Dhiaa Navlani,0 reviews,0 Followers,5,"Asif/Sonalika
We loved the service of the individual they greeted us the best we loved the food as well"
Abhiraj,0 reviews,0 Followers,5,Asis was amazing
Gurpreet Saini,0 reviews,0 Followers,5,Sonalika made great coffee. Asif’s service is great
Nitika Jain,0 reviews,0 Followers,5,"Great ambience
Asif was very courteous and nice
Sonalika made amazing coffee"
Akshita Jain,0 reviews,0 Followers,5,Really great service! Thanks Asif for the hospitality
Naisha Soni,0 reviews,0 Followers,5,"Amazing place with a very friendly staff, and a very good service by Asif, would. recommend all my friends to come here:)"
Mayank Prashar,0 reviews,0 Followers,5,Had a great coffee .Asif made sure that we have a comfortable time here
Juhi Khandelwal,0 reviews,0 Followers,5,"“Great service! The staff was friendly, attentive, and asif ensured a seamless coffee experience. Will definitely visit again!”"
Paras Shah,0 reviews,3 Followers,5,"The experience is amazing. The coffees which we tried were very good and their concept of giving a sample to taste the coffee before serving is great so as to we can make changes in the drink if we want. Mahesh was a great server and was kind and helful throughout.
Amazing experience in all."
Isha Shah,0 reviews,13 Followers,5,we like the place and the ambience. the coffee tat we ordered was really good. that was recommended by asif .he was very cordial ..👍
Ashutosh Anwane,0 reviews,1 Followers,5,"Asif shaikh he suggest really nice coffee and tasted good as well , very much recommended"
Sana,0 reviews,1 Followers,5,"The coffee here is absolutely amazing. A taste that would want you to keep coming back for more. Definitely my favourite place from now on. Miss Sonalika was so polite and her recommendation after listening to my interests was spot on, going to Make it my regular coffee order!"
Rashi,0 reviews,0 Followers,5,excellent service by ASIF
Dev,0 reviews,0 Followers,5,Great food and service. Thank you Asif
Manish Ladda,0 reviews,24 Followers,5,"Manoj bhaiya was amazing, his service was great.
Food was very tasty"
Subhansu,0 reviews,138 Followers,5,"Great coffee
Great staff
Thanks Asif for great service"
Keshav Garg,0 reviews,2 Followers,5,asif and sonalika were very nice. had a great experience. the coffee tastes amazing
Harshil Chopra,0 reviews,0 Followers,5,Manoj was the best person available for your service at ettarra
Japneet Kaur,0 reviews,0 Followers,5,"It was a nice experience here, and the coffee is affordable and delicious. Thanks, Mr. Ashish and Mr. Manoj for helping me with my experience and also through guiding me"
Parakh,0 reviews,3 Followers,5,Great service by Asif
Hasti Irani,0 reviews,0 Followers,5,Asif /sonalika server is great
Shaunak Deshpande,0 reviews,1 Followers,5,"Good Place, Grate vibe, Great service. especially Asif and sonalika were very sweet."
Spruha Karmore,0 reviews,1 Followers,5,Very good coffeee n even better service by Asif!!
Anmay Motghare,0 reviews,0 Followers,5,"Its been a great place , had an amazing experience , aasif and recommendations were great , must visit!"
Mahika Taneja,0 reviews,0 Followers,5,"Asif/ Sonalika their service was the best
We loved the classic frape and the baked vada pav and baked pav bhaji were amazing ."
Manasi Mishra,0 reviews,0 Followers,5,"It has been my go to place for a while now. Love the coffee. Food is good too. And the staff is just too sweet, especially Asif and Sonalika, they're are always ready to recommend the best!"
Udisha,0 reviews,0 Followers,5,Asif was really helpful and sweet!
Devanshi,0 reviews,0 Followers,5,"Good food, good service
Thankyou asif for great service"
Rajvansh Singh Hora,0 reviews,0 Followers,5,i had an amazing experience. the service provided by asi sheikh was excellent!!
Santosh Agrawal,0 reviews,0 Followers,5,I had an amazing experience. Thanks to asi sheikh!!
Suhana Sacheti,0 reviews,0 Followers,5,Asif gave us really good service and was very helpful
Suman,0 reviews,2 Followers,5,"Great place.. Good vibe
The place has good food and excellent coffee options. Loved their original south indian frappe
Asif was great with his recommendations! Must visit"
Megha Agarwal,0 reviews,0 Followers,5,"The staffs are very rude, they don’t know how to talk to the customers, we celebrated our friends birthday taking permission, they themselves allowed us, and then they say you can just cut the cake but can’t eat it here, secondly they complained and asked for extra money just because there were cakes lying down on the floor. Need to look after the staff service they provide."
Tanvi Panpalia,0 reviews,0 Followers,5,Good service by Asim
Paridhi,0 reviews,2 Followers,5,"Amazing coffee, even better service! Special thanks to our server Asif Sheikh🙌"
Harsha Somani,0 reviews,0 Followers,5,"Amazing place, great coffee! good service by asif!"
Ayushi,0 reviews,0 Followers,5,"Had a lovely experience.
Here Asif and Sonalika are the nicee guyysss ."
Rounak Golchha,0 reviews,0 Followers,5,Had a lovely experience with Asif and Sonalika..
Riya Patodia,0 reviews,0 Followers,5,"Had a really great experience. Loved the coffee here. Asif, Manoj and Sonalika were the sweetest."
Siya,0 reviews,0 Followers,5,"I recently visited this coffee shop, and I must say, Manoj made the experience exceptional. From the moment I walked in, his warm smile and friendly demeanor made me feel right at home Manoj's attention to detail, from the presentation of the drink to ensuring my comfort, was much appreciated. It's rare to find service that makes you want to return as much as the coffee itself, but Manoj's genuine care for customers truly sets this place apart."
Aagya Mutha,0 reviews,5 Followers,5,Manoj did a good job
Manan,0 reviews,0 Followers,5,Great place for coffee..
Siddhi Motipara,0 reviews,0 Followers,5,"The coffee is damn nice, manoj’s service is great"
Mahima Hasija,0 reviews,0 Followers,5,"love this place ! we go here all the time, the ambience is so comforting and the staff are all so friendly we want to keep coming back- thanks to Mr Manoj for his professionalism and our favourite dearest Miss Shonalika who never fails to greet us with a smile ! lots of love"
Ravina Keni,0 reviews,0 Followers,5,"This cafe is cosy , a place where you can go to chill.
I tried their baked vadapav , benne croissant, donut , coffee.
I loved the south indian touch to the dishes , complementary banana chips were just a wow element.

Asif provided us with the best of service , the place itself has a good service system.
Asif suggested us the best of dishes and also provided small coffee shots to taste so we can the best coffee just how we like it.

Their coffee is a must try!"
Parag Rochwani,0 reviews,0 Followers,5,Very kind nature from your staff mr manoj and really very good taste of the coffee
Anuja Das,0 reviews,0 Followers,5,Manoj good coffee
Aayush Bhandari,0 reviews,0 Followers,5,Manoj bhai is very Good person
Pratik Sharma,0 reviews,4 Followers,5,"Manoj ji was an amazing host, loved the coffee and the baked Vada pav! Loved the hospitality as well, must visit!"
Akalpita Asudani,0 reviews,0 Followers,5,Great service by Asif
Mariya,0 reviews,5 Followers,5,Really cute ambience. Manoj helped us get a table quickly and was very attentive
Jash Chhajed,0 reviews,10 Followers,5,Mr. Manoj serves amazing coffee at this cafe. Please go and try
Jash Shah,0 reviews,0 Followers,4,"The best coffee spot with exceptional service provided by the server, Mañoj Pandit."
Mohnish Rander,0 reviews,0 Followers,4,Best coffee house in bombay and loved the service by manoj pandit bhaiya ! He really treated us very well
Naman Gandhi,0 reviews,0 Followers,4,"Good place for berliners
I truly recommend this place for sweets,berliners and coffee in juhu
great service by manoj."
Laksh Mehta,0 reviews,0 Followers,4,Great service by Manoj Bhai
Nitish Paswan,0 reviews,0 Followers,4,Manoj Hot chocolate 👍💯
Kanay Gandhi,0 reviews,2 Followers,5,"Delicious hot chocolate
great service by Manoj"
Abdur Rehman,0 reviews,0 Followers,5,Manoj was very helpful in catering and the coffee was amazing
Hridaygulati277,0 reviews,2 Followers,5,"Great vibe and food, Manoj was very helpful and kind in his service"
Rinkal Bhatia,0 reviews,313 Followers,5,Manoj the man goes out of his way to serve and make it the most beautiful experience at the coffee shop.
Nirroze Putcha,0 reviews,78 Followers,5,Manoj has given amazing service thank you Manoj
Tharun Bangera,0 reviews,0 Followers,5,"Manoj's service was amazing, and that hot chocolate? Easily the best I've had in a long time!"
Rohit Kanchan,0 reviews,142 Followers,5,"Chill place , must try Narilyal cascarra, warm treatment by staff , Manoj"
Ananya Khetan,0 reviews,0 Followers,5,Love the coffee and great service of manoj
Aish Jain,0 reviews,0 Followers,5,Great service by Manoj nice place great value coffee
Nimit Patel,0 reviews,0 Followers,5,Your staff manoj is amazing
Gaurav,0 reviews,0 Followers,5,Absolutely love this places. Manoj is a great guy and gives the best service at ettara…
Vasudha,0 reviews,0 Followers,5,"Amazing coffee and variety of options. A perfect place to sit & talk & chill. Staff is incredible, especially manohar, to select the right taste if you’re indecisive"
Pranay,0 reviews,0 Followers,5,Asif was an excellent host. and the coffee is excellent
Yash Raj Singh,0 reviews,214 Followers,5,
Sanket Rathod,0 reviews,77 Followers,5,"Ettarra is one of the best coffee places in mumbai and the only coffee place which is open 24x7.. Also Manoj Pandit is one of the best servers here, always ask for him to place your orders."
Nishit,0 reviews,0 Followers,5,"Ultimate service by the staff manoj bhai and very good behavior
Great south indian style filter coffee
Must try"
Sia Agarwal,0 reviews,0 Followers,5,Manoj/ Asif
Rohit Khanwani,0 reviews,7 Followers,5,Manoj a very nice person proud of you and your service love youuu😘😘😘😘
Bhavika,0 reviews,1 Followers,5,"This coffee shop offers welcoming atmosphere and friendly staff. The coffee is rich and flavourful. Also loved their lotus biscoff mousse… A perfect spot to enjoy this cool weather!


Asif shaikh was the best in service!"
Maria Mathew,0 reviews,1 Followers,5,"Asif
good service
great place to relax"
Kavya Reddy,0 reviews,0 Followers,5,asif service was good and the ambience is great...
Kreamsy Bhuwariya,0 reviews,0 Followers,5,"The service was really good , so was the taste , Asif was very friendly"
Sneha Mundra,0 reviews,0 Followers,5,Asif provided a really good service
Devrnambiar King1975,0 reviews,1 Followers,5,Asif Bhai served us great coffee and great service
Preet Mehta,0 reviews,0 Followers,5,Asif was a very nice person
Yash Gada,0 reviews,2 Followers,5,Loved the coffee and Asif's service
Kartik Choudhary,0 reviews,3 Followers,5,Asim was a handful person. He helped with good recommendations and smooth serving. Enjoyed it!!
Nikunj Rele,0 reviews,95 Followers,5,"Great coffee, great food, great service. Especially by Asif. He took great care of us and was prompt, polite and made sure hospitality was amazing! Plus the place is pet friendly!"
Ankit Kaul,0 reviews,4 Followers,5,"Great coffee and the best part is the free banana chips!

Good service by Asif, he made sure we had everything we needed."
Vishvesh Bhatt,0 reviews,20 Followers,5,"Amazing food... The vibe is cool...
Asif provided amazing service..
A must visit.."
Juhi,0 reviews,0 Followers,5,"I love the place, must try!
Asif bhaiya served us very well!"
Hiren Shah,0 reviews,18 Followers,5,coffee and food is really good. Asif is very helpful for suggestions and services.
Esha Shah,0 reviews,0 Followers,5,"best coffee ever. should definitely give it a try
great service by manoj and asif"
Diya Shah,0 reviews,1 Followers,5,Asif and Manoj were really good servers love the place
Anirudh Dhelia,0 reviews,0 Followers,5,thr coffee was great and the server Asif was also great.
Mr. Kartikey Rohilla,0 reviews,0 Followers,5,"Very happening place, and an amazing service by Asif."
Piyush Sutariya,0 reviews,6 Followers,5,"Asif explained all coffee, with best of food available. Excellent coffee!! Great place ro visit."
D Patel,0 reviews,1 Followers,5,"Asif took excellent care of understanding the coffee choice and suggested best out of the one available.
Would surely suggest this place."
Darsh Suchak,0 reviews,0 Followers,5,It was an amazing experience as always with Asif!
Ritul,0 reviews,0 Followers,5,loved the coffee and the service by Asif sir! The behaviour of staff is very friendly and loved the vibe. Must visit
Yasmeen,0 reviews,0 Followers,5,Itna late order aata hai aur thanda hota hai sub food.. very disappointing
Yash Shah,0 reviews,38 Followers,5,Thanks to Asif shaikh for serving hot chocolate and firecracker croissants!
Naman Jain,0 reviews,3 Followers,5,Aasib served us well!
Aasthad171,0 reviews,20 Followers,5,The food options are a limited but the coffee is great and our server Asib was lovely!
Muskan Mittal,0 reviews,0 Followers,5,Wonderful service by Asif! Absolutely loved the experience
Dev Kumar,0 reviews,0 Followers,5,"Asif, great food loved it"
Kaavya Maheshwari,0 reviews,0 Followers,5,Great coffee and food. Outdoor sitting in the evening is lovely. Asif our waiter was great too.
Rahul Gunda,0 reviews,0 Followers,5,"A great pick for coffee lovers looking for something cool and invigorating.The south Indian coffee essence adds a unique twist.
The service provided by Asif was exceptional...attentive,polite and ensured had a comfortable experience throughout😀"
Himanshi,0 reviews,0 Followers,5,
Priyamvada Bagla,0 reviews,4 Followers,5,Fabulous service by Asif!
Aman Singh,0 reviews,0 Followers,5,Service was very good by Mr.Asif shaikh
Bhavesh Rohra,0 reviews,0 Followers,5,"Great place, great food. Aasif was very polite, provided excellent service."
Diana Driver,0 reviews,17 Followers,5,asif
Yuthika Patil,0 reviews,1 Followers,5,great coffee and amazing service by asif! highly recommend having coffee and the mushroom croissant here
Suhani,0 reviews,0 Followers,5,Asif Shaikh is good 😊
Vishal Pathak,0 reviews,0 Followers,5,asif shaikh he is very good guys good experience on this caff
Neha Kaushik,0 reviews,0 Followers,5,"Asif , waiter served very well in this cafe"
Rakshita Jangid,0 reviews,0 Followers,5,Asif is really good server.
Shaurya Goyal,0 reviews,0 Followers,5,Asif sheik very good behaviour and excellent food and drinks
Khushi,0 reviews,0 Followers,5,"Beautiful ambience with amazing food & amazing people. Asif shaikh is very polite & generous. Love the placeee overall, must visit"
Dhananjay Zaveri,0 reviews,0 Followers,5,Asif helped us a lot and he’s a great guy with great skills and provides lot of comfort and help during whole exp in ttarra
S,0 reviews,0 Followers,5,Amazing coffee & even better service by asif
Bhrigu Bhargava,0 reviews,0 Followers,5,"Asif Sheikh
I liked the coffee and ambience. Also, the staff was very sweet and corporative"
Divij Sethi,0 reviews,3 Followers,5,Very good service by Asif sheikh
Rishabh Gigras,0 reviews,1 Followers,5,Great service by Asif Shaikh
Ali Naqi,0 reviews,0 Followers,5,Asif is too good at his services
Gagan Poddar,0 reviews,1 Followers,5,"Great coffee, great service, polite staff(Asif)✌️"
Khushi,0 reviews,8 Followers,5,"Asit shaikh

very good service"
Payal Mahana,0 reviews,0 Followers,5,Lovely ambience and great hospitality by Asif Shaikh
Aditya Soni,0 reviews,0 Followers,5,"Asif

“A delightful haven for coffee enthusiasts! The aroma pulls you in, the rich, perfectly brewed coffee warms your soul, and the cozy ambiance makes you never want to leave. A must-visit spot for pure coffee bliss!”"
Mehak Sharma,0 reviews,0 Followers,5,"Asif Shaikh was incredibly kind and helpful throughout my experience at ETTARRA. After visiting, I would choose ETTARRA over Starbucks or Tim Hortons any day. The entire experience is unlike any other coffee shop. It's more than just a place to get coffee; it's an immersive experience. The water initiative concept, combined with the warm hospitality of the owner and staff, is truly commendable."
Seeza,0 reviews,0 Followers,5,Original taste with quality. Perfect desert option after lunch and dinner.
Vignesh Chandrasekaran,0 reviews,2 Followers,5,"The ambience of the place is really good. Service and support of the staff, Mr Asif Sheik was very opulent. The cappuccino offered was really superb. Would suggest to visit after 10pm. And specially during winters the outside seating is awesome!!"
Hritik,0 reviews,0 Followers,5,"The place is worth a visit, food is drool worthy and asif was very helpful."
Narkar Digambar,0 reviews,0 Followers,5,Visit errata friend service staff beatiful ambience #asifshaikh gave an amazing service thanks
Hrithik,0 reviews,0 Followers,5,Asif Shaikh served well.
Urvi,0 reviews,0 Followers,5,Excellent coffee and ambience. Very good service by Aseem Sheikh!
Ajay Raj,0 reviews,1 Followers,5,"Asif at Ettara is great at his work, and I must say, his service was absolutely excellent! Asif always make sure I felt welcome and well taken care of. His friendly attitude really made the experience stand out. Highly recommend! In any case, Ettara is a great place to be at"
Rishita Desai,0 reviews,26 Followers,5,Nice coffee and service is also best by Mr. Ashif and Ms. Sonalika. 👍
Shreya Agrawal,0 reviews,0 Followers,5,Was served by Asif and he was great. Love love the ambience.
Monil Gheewala,0 reviews,4 Followers,5,"Asif/Sonalika

Excellent Coffee, Good Hygiene, Personlised service … Perfect Hangout place.

I have been regular here since few months and won’t switch. Good part is 24 x 7 operational.

Best option for my early morning coffee and Me time 🤩

Thank you team Ettarra"
Chets,0 reviews,1 Followers,5,"*5/5 Stars*

I recently visited ettarra and was blown away by the exceptional coffee and warm atmosphere! The person who made my coffee Asif Shaikh is knowledgeable and makes the coffee just the way I love

The shop itself is cozy and inviting, with plenty of seating and natural light.

Overall, I highly recommend ettarra to anyone looking for a top-notch coffee experience.

*Rating Breakdown*

- Quality of Coffee: 5/5
- Atmosphere: 5/5
- Service: 5/5
- Value: 5/5"
Jyoti Sharma,0 reviews,0 Followers,5,asif shak i really like the satra cascara ice tea and the asif is good
Stuti Modi,0 reviews,1 Followers,5,Asif Shaikh is helpful and treat their customers well
Shubham Shah,0 reviews,1 Followers,5,Asif Shaikh nice and polite person good service
Mithilesh,0 reviews,153 Followers,5,Aasif was very courteous and excellent service and good
Jigar,0 reviews,0 Followers,5,"Very good service.
Good Suggestions from Asif sheikh

Had a wonderful evening"
Dharun Vij,0 reviews,0 Followers,5,asif shaikh served us very well
Jatin Sharma,0 reviews,0 Followers,5,Greatt coffee and wonderful service Asif and Sonalika ♥️
Kashish Manglani,0 reviews,0 Followers,5,Amazing service and coffee…Asif Shaikh served us well…..
Abhishek,0 reviews,1 Followers,5,Asif shaikh provided us the best service and chewy brownie is too die for.
Sowmya Bali,0 reviews,58 Followers,5,"Whenever i visit thIs cafe , We are always treated very well by the staff . Today Asif Shaikh Took very good care of us . He was very Respectful , and did not take a minute to help us whenever Anything was needed. Thanks much ."
Sonechak@gmail.com,0 reviews,0 Followers,5,Asif shaikh was a great server the food was very good
Siddhata Deshmukh,0 reviews,5 Followers,5,"it was my first time at ettara nd Asif Sheikh recommended me South Indian Frappe , it was Bang On , loved his recommendation and the overall vibe"
Manak Kashyap,0 reviews,0 Followers,5,Amazing restaurant and service by Asif ♥️
Parvatish Pradeep,0 reviews,4 Followers,5,"Really nice ambience and staff.
Lookout for the most adorable and sweetest staff member ever Sonalika."
Akash Jain,0 reviews,0 Followers,5,Asif shaikh helps us with choosing great coffee
Kinjubaby,0 reviews,0 Followers,5,sonalika and Asif awesome.... there recommendation and warmth was just perfect ... a perfect stop to hangout
Himanshi,0 reviews,0 Followers,5,Asif shaikh was very excellent in the service and overall it’s the best experience
Dhruv Gulati,0 reviews,0 Followers,5,Asif shaikh was very polite and humble person
Lokashi Singh,0 reviews,0 Followers,5,Great service by Mr Asif
Aditi,0 reviews,2 Followers,5,Very tasty coffee. Asif was very helpful in guiding us with the menu helping us make the right choice
Navika !,0 reviews,0 Followers,5,"Love the service, prabhav and aasif specially"
Harshini Sreedhara,0 reviews,0 Followers,5,"Asif Shaikh was my waiter he gave me amazing service, good coffee better than Starbuck or third wave. A good vibe place"
Arnav Abhyankar,0 reviews,1 Followers,5,Very good coffee menus and excellent host Mr Asif ji.
Cannonball Zee,0 reviews,0 Followers,5,Asif sheikh and team is very hardworking and is very helpful
Ami,0 reviews,0 Followers,5,Very good coffee and great service by Asif Sheikh
Shria Bookseller,0 reviews,0 Followers,5,wonderful service provided by asif!! And the food was good too!!
Yuval Jhaveri,0 reviews,0 Followers,5,nice food and good service by asif
Yuvraj Shah,0 reviews,35 Followers,5,"Really good coffee and something unique with a South Indian taste, great service by Asif shaikh. A fun vibe and good pricing."
Rohan,0 reviews,1 Followers,5,Excellent service by Asif sheikh! Thanks asif
Niah,0 reviews,0 Followers,5,Asif shaikh amazing service
WellWisher,0 reviews,36 Followers,5,"Asif shaik you are best host, i and my friend sam had come to take just filter coffee but his service and way of talking was really nice, took another cup of coffee. Best team work✨👍"
Mihir Grover,0 reviews,0 Followers,5,Asif Shaikh ji was amazing and accompanied all our requests diligently.
Aryan Kulkarni,0 reviews,0 Followers,5,Asif was extremely helpful and the food was excellent.
Kaunchi Jain,0 reviews,0 Followers,5,Asif was extremely helpful and the service along with the food was exquisite.
Meesha Bakhru,0 reviews,3 Followers,5,Perfect coffee..amazing service..Mr asif went out of his way to arrange the banana chips for me and served us very well
Soumya Radhakrishnan,0 reviews,0 Followers,5,ASIF SHAIKH is one of my fav ..give the best service all the time
Mridul Khaitan,0 reviews,0 Followers,5,A cozy place to have fun with friends. Amazing service. Enjoyed being served by Asif Shaik . Would recommend coming here
Khushi,0 reviews,2 Followers,5,Asif shek was really polite about the order nice ambiance amizing place
Tanya Wasir,0 reviews,9 Followers,5,The South Indian frappe is so good! Asi was very kind and helpful.
Manan Sanganeria,0 reviews,0 Followers,5,Asif really served us well
Tanvi Killa,0 reviews,0 Followers,5,Asif - amazing service
Delrish,0 reviews,0 Followers,5,Asif’s service was great!!
Vaishnavi,0 reviews,0 Followers,5,"Nice place, great experience , Asif did a great job"
Yashvika Mehrotra,0 reviews,0 Followers,5,"Had the most amazing time at Ettarra. Love the vibes, the hot chocolate and the hospitality. Mr Asif helped me have a delightful experience."
Jaya Chandawat,0 reviews,0 Followers,5,Asif Shaikh is really sweet. He served us well :)
Pratyush,0 reviews,0 Followers,5,"It was lovely having coffee here and especially Asif served us with a smile, always!"
Saisha Matta,0 reviews,0 Followers,5,Asif shaik is a really sweet person he helped us on our visit. Do check out the place highly recommended
Fenila Gala,0 reviews,98 Followers,5,Lovely place n very good options for coffee lovers ..
Malav Vinay Mehta,0 reviews,0 Followers,5,yummm
Vidhi Mody,0 reviews,1 Followers,5,"Asif shaikh was too kind and sweet, such Hearst service, always a great experience."
Vinsu,0 reviews,0 Followers,5,Service from Asif was brilliant
Nilay Bagadia,0 reviews,93 Followers,5,"Great service from Asif and as always, perfect coffee and snacks! Absolutely reasonable and highly recommended!"
Misba Khan,0 reviews,0 Followers,5,One of the amazing place to hangout with frnds……ASIF SHAIKH is the best and make sure to give his best service all the time ……thanks alot fr the best servive
Kasturi,0 reviews,0 Followers,5,one of my favorite 😍 ASIF SHAIKH always make sure to give his best sevice.....feel like home ❤️
Vrushti Shah,0 reviews,1 Followers,5,"The coffee and vibe over here is amazing. The service by Asif was too good. + I had the kappicuino which tastes really good.
The kaccha nimbu tart is a must try."
Sonia Shah,0 reviews,0 Followers,5,"Love everything about this place! Asif Shaikh made us feel comfortable and suggested amazing things to try from the menu! A must visit, very rare cafe’s like this exist in mumbai!!"
Anupam Shukla,0 reviews,0 Followers,5,Really good experience at ettarra. Asif served us really nice coffee.
Saksham Sandhu,0 reviews,0 Followers,5,"Asif sheikh was a great host, would recommend"
Mahek Shah,0 reviews,0 Followers,5,Asif Shaike here is really a great help ! Gave such good coffee recommendations and was really sweet overall!!
Tanvee,0 reviews,0 Followers,5,The amazing coffee with even better service impressed us the most. Special mention to Asif for his recommendations and service!
Mayuri Srivastava,0 reviews,0 Followers,5,Asif Shaikh served us well. The vanilla praline frappe was really good!
Ajay Bhuta,0 reviews,0 Followers,5,Asif shaikh gave us excellent service. we were more than satisfied.
OJAS THANVI,0 reviews,0 Followers,5,amazing
Siddhantrajdir,0 reviews,1 Followers,5,Chivalry!
Bhavya Anand,0 reviews,0 Followers,5,Thanks to Asif for catering us so well! Really loved the coffee and service here
Krishna,0 reviews,0 Followers,5,ambience are amazing and good service by Vikas food was great thanks 🙏@vikas for suggest food and beverage
Jubin Shah,0 reviews,4 Followers,5,"Food was great and services were excellent by vikas kamat, i’d love to visit again…"
Vicky Rathour,0 reviews,0 Followers,5,it was great experience with Ettara cafe servise was very good and amezing food . thank you so much vikas kamat ji for giving us a wonderful memories. will definitely visit again.
